,id,T,in,out,Room,Stay Time,Been Room5,Been Room6,Rooms Count,Been Room4,No Register
0,10000,0.10856646206992084,0.7602075068660361,0.6526898175397293,other,0.732,0,0,0.7529411764705882,0,0
1,10002,0.12833157658803715,0.7714372902044553,0.6502648616833432,mainHall,0.616,0,0,0.8,0,0
2,10003,0.08888789370433814,0.7563014952700642,0.6460977045320777,mainHall,0.672,0,0,0.611764705882353,0,0
3,10004,0.11068697123519458,0.7443393347574001,0.6523837551500883,mainHall,0.5840000000000001,0,0,0.7058823529411765,0,0
4,10005,0.16219946909366706,0.005859017393957888,0.7378457916421425,diningHall,0.16,0,0,0.23529411764705885,0,0
5,10012,0.08227274523966094,0.7833994507171194,0.646992348440259,other,0.7440000000000001,0,0,0.7529411764705882,0,0
6,10014,0.10324013047005952,0.7753433018004272,0.6769158328428487,mainHall,0.644,0,0,0.7058823529411765,0,0
7,10015,0.09495452414439756,0.7780286847726579,0.6681577398469689,mainHall,0.728,0,0,0.7058823529411765,0,0
8,10018,0.09337489926623403,0.7921879768080562,0.6506415538552089,mainHall,0.66,0,0,0.7529411764705882,0,0
9,10019,0.0865975833118216,0.7650900213610009,0.7878987639788111,room2,0.88,0,0,0.6588235294117647,0,1
10,10021,0.07252329767700615,0.7589868782422948,0.24506180105944675,mainHall,0.7040000000000001,0,0,0.28235294117647064,0,0
11,10022,0.09439010061750512,0.7643576441867562,0.6602236609770453,other,0.852,0,0,0.611764705882353,0,0
12,10023,0.1007849123604751,0.39694842844064704,0.37224249558563866,exhibition,0.2,0,0,0.18823529411764706,0,0
13,10026,0.06420850724029209,0.7743667989014343,0.24548557975279575,mainHall,0.748,0,0,0.32941176470588235,0,0
14,10027,0.09712534919347572,0.7523954836740923,0.6649558563861095,mainHall,0.648,0,0,0.7058823529411765,0,0
15,10032,0.06711619270986025,0.3537381751602076,0.6635197174808711,hallD,0.424,0,0,0.3764705882352941,0,0
16,10037,0.0407981067681204,0.7843759536161123,0.4880753384343732,room5,1.356,1,0,0.4235294117647059,0,0
17,10041,0.039898657647445074,0.7785169362221545,0.6275456150676869,room5,1.6960000000000002,1,0,0.4235294117647059,0,0
18,10043,0.24722600151171584,0.4042722001830943,0.3192466156562684,other,0.056000000000000015,0,0,0.23529411764705885,0,0
19,10045,0.09030868628858578,0.7584986267927983,0.6645320776927606,mainHall,0.6920000000000001,0,0,0.6588235294117647,0,0
20,10046,0.035795355591368566,0.7509307293256028,0.661283107710418,room5,0.688,1,0,0.5176470588235295,0,0
21,10049,0.10560317157993497,0.7687519072322246,0.6747969393761036,other,0.708,0,0,0.7529411764705882,0,0
22,10050,0.19151092682731408,0.4235581324382057,0.3095703354914656,other,0.064,0,0,0.23529411764705885,0,0
23,10051,0.08674111973006181,0.7509307293256028,0.6635668040023543,mainHall,0.688,0,0,0.7058823529411765,0,0
24,10053,0.09609001152028868,0.7475129691791272,0.6476986462625074,other,0.6679999999999999,0,0,0.5647058823529413,0,0
25,10056,0.0899308320004208,0.7533719865730851,0.677386698057681,mainHall,0.6759999999999999,0,0,0.611764705882353,0,0
26,10058,0.09972255251684503,0.7611840097650291,0.6532313125367863,mainHall,0.58,0,0,0.611764705882353,0,0
27,10060,0.1036055084376658,0.43161428135489777,0.36838140082401416,exhibition,0.26,0,0,0.28235294117647064,0,0
28,10068,0.10965963226499624,0.4040280744583461,0.3709005297233667,exhibition,0.124,0,0,0.23529411764705885,0,0
29,10077,0.10761306912333816,0.7423863289594141,0.2990229546792231,mainHall,0.6,0,0,0.4705882352941177,0,0
30,10080,0.15436529848456962,0.3984131827891364,0.37556209535020596,exhibition,0.2,0,0,0.23529411764705885,0,0
31,10081,0.09575592997181594,0.7882819652120843,0.6772454384932314,mainHall,0.644,0,0,0.7529411764705882,0,0
32,10082,0.10510411391751763,0.7682636557827281,0.6516539140670984,mainHall,0.652,0,0,0.7058823529411765,0,0
33,10083,0.1246799104786534,0.7892584681110772,0.6699941141848146,mainHall,0.644,0,0,0.7058823529411765,0,0
34,10084,0.0805300289281494,0.748245346353372,0.6694055326662743,mainHall,0.688,0,0,0.611764705882353,0,0
35,10085,0.10205371248025276,0.7753433018004272,0.6619894055326663,mainHall,0.68,0,0,0.611764705882353,0,0
36,10088,0.10929126657521718,0.3947512969179128,0.3701000588581519,exhibition,0.18,0,0,0.18823529411764706,0,0
37,10089,0.0784054007613023,0.3400671345743058,0.6459564449676279,hallB,0.3680000000000001,0,0,0.4235294117647059,0,0
38,10090,0.04050729251282502,0.7794934391211474,0.6376927604473219,other,1.08,1,0,0.5176470588235295,0,0
39,10092,0.08543146837216703,0.4303936527311565,0.6651912889935256,other,0.4040000000000001,0,0,0.4235294117647059,0,0
40,10093,0.07946151872248873,0.4076899603295697,0.6789170100058859,hallD,0.46,0,0,0.4705882352941177,0,0
41,10094,0.10113120872810796,0.7597192554165395,0.6707474985285462,other,0.6960000000000001,0,0,0.7058823529411765,0,0
42,10095,0.3336745717755576,0.6962465669819958,0.12009417304296645,other,0.208,0,0,0.4235294117647059,0,0
43,10098,0.10918243360527684,0.3097955447055234,0.6470158917010007,other,0.3280000000000001,0,0,0.4235294117647059,0,0
44,10101,0.0656416975548085,0.7882819652120843,0.6729841082989995,mainHall,0.66,0,0,0.7058823529411765,0,0
45,10107,0.10295719144869736,0.7755874275251755,0.6638257798705122,mainHall,0.688,0,0,0.7058823529411765,0,0
46,10108,0.08669459843508916,0.3212694537686909,0.6506415538552089,hallB,0.336,0,0,0.4235294117647059,0,0
47,10109,0.0701852265119393,0.4369850472993592,0.6750794585050031,other,0.8320000000000001,0,0,0.5176470588235295,0,0
48,10111,0.07988431492746108,0.7489777235276168,0.7843437316068276,mainHall,0.684,0,0,0.611764705882353,0,1
49,10112,0.1176800748362956,0.42404638388770216,0.3662389640965274,exhibition,0.188,0,0,0.23529411764705885,0,0
50,10115,0.1287937222600329,0.7704607873054624,0.2312889935256033,mainHall,0.652,0,0,0.5176470588235295,0,0
51,10117,0.08835052840150914,0.7868172108635948,0.6730782813419659,mainHall,0.66,0,0,0.611764705882353,0,0
52,10118,0.10733894891408956,0.6591394568202625,0.12673337257210124,exhibition,0.2,0,0,0.18823529411764706,0,0
53,10121,0.07888650977092719,0.7553249923710711,0.49951736315479706,other,0.852,1,0,0.5176470588235295,0,0
54,10123,0.08522214734710322,0.7838877021666159,0.6522189523248971,other,0.7440000000000001,0,0,0.611764705882353,0,0
55,10127,0.1258460309307767,0.7885260909368325,0.1738198940553267,mainHall,0.46799999999999997,0,0,0.32941176470588235,0,0
56,10134,0.09270372390939767,0.7638693927372597,0.6714773396115362,mainHall,0.684,0,0,0.6588235294117647,0,0
57,10135,0.115625,0.41769911504424784,0.3741494997057093,exhibition,0.21600000000000005,0,0,0.23529411764705885,0,0
58,10136,0.08439258725366965,0.7838877021666159,0.6698293113596234,mainHall,0.708,0,0,0.6588235294117647,0,0
59,10137,0.09879630888194166,0.7433628318584071,0.6504532077692762,other,0.7,0,0,0.611764705882353,0,0
60,10141,0.07682358971003589,0.7465364662801344,0.6742083578575633,other,0.7160000000000001,0,0,0.6588235294117647,0,0
61,10142,0.09563157429505878,0.4184314922184926,0.6655679811653914,hallD,0.5840000000000001,0,0,0.4705882352941177,0,0
62,10143,0.09561202544896956,0.7533719865730851,0.6684638022366098,mainHall,0.68,0,0,0.6588235294117647,0,0
63,10145,0.14256426106217485,0.5539212694537687,0.2249558563861095,mainHall,0.128,0,0,0.23529411764705885,0,0
64,10146,0.08664699797856333,0.7721696673787001,0.6489228958210713,mainHall,0.7160000000000001,0,0,0.7529411764705882,0,0
65,10147,0.07555012085361358,0.7902349710100702,0.6761389052383756,mainHall,0.7120000000000001,0,0,0.7058823529411765,0,0
66,10150,0.07984869221677338,0.7831553249923711,0.6665803413772808,other,0.8480000000000001,0,0,0.7058823529411765,0,0
67,10151,0.07275200839978621,0.7714372902044553,0.6663449087698647,mainHall,0.6960000000000001,0,0,0.6588235294117647,0,0
68,10152,0.07895727201799074,0.7448275862068966,0.6591877575044144,other,0.98,0,0,0.7058823529411765,0,0
69,10155,0.11163995291134654,0.5497711321330486,0.240612124779282,exhibition,0.204,0,0,0.23529411764705885,0,0
70,10157,0.10822281167108756,0.3500762892889839,0.6653090052972337,hallB,0.472,0,0,0.5647058823529413,0,0
71,10160,0.10893543324132704,0.7606957583155326,0.2792466156562684,mainHall,0.632,0,0,0.4705882352941177,0,0
72,10161,0.0711947310216586,0.3224900823924321,0.6654973513831666,hallC,0.38,0,0,0.4705882352941177,0,0
73,10162,0.1439258287866768,0.7824229478181264,0.2431077104178929,mainHall,0.5880000000000001,0,0,0.611764705882353,0,0
74,10163,0.10634932247339884,0.7838877021666159,0.2403531489111242,mainHall,0.636,0,0,0.5176470588235295,0,0
75,10164,0.028781233700334887,0.8585901739395789,0.6773631547969394,register,2.088,0,1,0.28235294117647064,0,0
76,10167,0.11471157871721385,0.7553249923710711,0.6479811653914067,mainHall,0.472,0,0,0.611764705882353,0,0
77,10170,0.07883797655857509,0.7462923405553861,0.2915126545026486,mainHall,0.708,0,0,0.4235294117647059,0,0
78,10172,0.09636711833785007,0.7763198046994203,0.649793996468511,mainHall,0.68,0,0,0.7058823529411765,0,0
79,10173,0.0738884300229433,0.3481232834909979,0.6713360800470866,hallD,0.7240000000000001,0,0,0.4235294117647059,0,0
80,10174,0.07269065490816476,0.3241989624656698,0.6727251324308416,other,0.488,0,0,0.3764705882352941,0,0
81,10178,0.10293603505091756,0.7260299054012816,0.6776692171865804,mainHall,0.612,0,0,0.6588235294117647,0,0
82,10181,0.06408135403068307,0.7594751296917913,0.7877104178928782,room2,0.688,0,0,0.5647058823529413,0,1
83,10183,0.10073616494401376,0.5490387549588037,0.6633549146556799,other,0.484,0,0,0.6588235294117647,0,0
84,10185,0.0911786549174299,0.7582545010680501,0.6747263095938788,mainHall,0.6560000000000001,0,0,0.5647058823529413,0,0
85,10186,0.08324901270146229,0.4250228867866952,0.6731018246027075,hallB,0.476,0,0,0.4705882352941177,0,0
86,10188,0.08486216514237532,0.4206286237412267,0.6721600941730429,other,0.6560000000000001,0,0,0.4235294117647059,0,0
87,10190,0.1693951892956868,0.436740921574611,0.3763625662154209,exhibition,0.22400000000000006,0,0,0.28235294117647064,0,0
88,10192,0.11122900088417333,0.7448275862068966,0.6662742789876398,other,0.544,0,0,0.5647058823529413,0,0
89,10193,0.11054101903662256,0.7648458956362527,0.6732195409064157,mainHall,0.6560000000000001,0,0,0.7058823529411765,0,0
90,10194,0.08556536432043876,0.7704607873054624,0.6622248381400824,mainHall,0.688,0,0,0.5647058823529413,0,0
91,10196,0.044294327059818187,0.8700640830027464,0.6625779870512066,other,1.664,0,1,0.3764705882352941,0,0
92,10204,0.133107607660565,0.7506866036008545,0.17306650971159507,mainHall,0.46799999999999997,0,0,0.32941176470588235,0,0
93,10205,0.08033986730385784,0.7658223985352457,0.6623425544437905,mainHall,0.664,0,0,0.6588235294117647,0,0
94,10206,0.118980906780162,0.7548367409215747,0.07931724543849324,other,0.19200000000000006,0,0,0.28235294117647064,0,0
95,10214,0.0960672012218404,0.7904790967348184,0.7434490876986463,room4,0.88,0,0,0.5647058823529413,1,0
96,10215,0.08328033635738584,0.7709490387549588,0.6475573866980577,mainHall,0.7040000000000001,0,0,0.6588235294117647,0,0
97,10216,0.1066704352741662,0.7465364662801344,0.2877457327839906,mainHall,0.672,0,0,0.4235294117647059,0,0
98,10217,0.12006019895018905,0.41769911504424784,0.3667098293113597,exhibition,0.16,0,0,0.23529411764705885,0,0
