,id,T,in,out,Room,Stay Time,Been Room5,Been Room6,Rooms Count,Been Room4,No Register
0,10000,0.22013164452540948,0.678974358974359,0.5989928211721848,mainHall,0.3280000000000001,0,0,0.5538461538461539,0,0
1,10002,0.20293902247044893,0.6618803418803418,0.6239365691631844,other,0.336,0,0,0.4923076923076923,0,0
2,10003,0.21161340583466054,0.7213675213675215,0.6216222007928855,mainHall,0.424,0,0,0.4923076923076923,0,0
3,10004,0.17878366697783776,0.7145299145299147,0.5497053466195222,hallB,0.272,0,0,0.4923076923076923,0,0
4,10012,0.13327675563996688,0.6974358974358975,0.7162541519339977,exhibition,0.3840000000000001,0,0,0.4923076923076923,0,0
5,10014,0.18674022117696729,0.6878632478632479,0.752769741776492,mainHall,0.408,0,0,0.6153846153846154,0,0
6,10015,0.29193486849392625,0.7042735042735043,0.6614807671702562,mainHall,0.28800000000000003,0,0,0.5538461538461539,0,0
7,10021,0.2803685980193021,0.7056410256410257,0.7249116039858566,mainHall,0.21600000000000005,0,0,0.8,0,0
8,10022,0.20401850402547794,0.5073504273504273,0.7233686917389908,exhibition,0.19200000000000006,0,0,0.5538461538461539,0,0
9,10026,0.2371650333604661,0.7179487179487181,0.6085074466945248,mainHall,0.332,0,0,0.676923076923077,0,0
10,10027,0.2310911833492479,0.7083760683760684,0.7567127397407051,mainHall,0.44,0,0,0.5538461538461539,0,0
11,10032,0.12126789366053173,0.6017094017094018,0.5620486445944498,other,0.5,0,0,0.4307692307692308,0,0
12,10033,0.08258126409525396,0.6324786324786325,0.5676202721525769,hallC,0.436,0,0,0.3692307692307693,0,0
13,10037,0.07259301704715647,0.6988034188034189,0.6189649630343941,other,0.652,1,0,0.3692307692307693,0,0
14,10041,0.07719619071234303,0.6358974358974359,0.562220079288546,room5,0.512,1,0,0.3076923076923077,0,0
15,10045,0.1969969811619231,0.6947008547008547,0.6138219222115077,mainHall,0.4040000000000001,0,0,0.4307692307692308,0,0
16,10046,0.06686613063394946,0.7535042735042735,0.5642772956177006,other,0.66,1,0,0.3076923076923077,0,0
17,10051,0.1901819984343639,0.7411965811965813,0.7373406193078325,mainHall,0.436,0,0,0.5538461538461539,0,0
18,10053,0.16359672451180385,0.7788034188034189,0.6155362691524697,mainHall,0.35600000000000004,0,0,0.5538461538461539,0,0
19,10056,0.17196122005693756,0.7193162393162393,0.7356262723668703,mainHall,0.5479999999999999,0,0,0.3692307692307693,0,0
20,10058,0.1890332096298411,0.6659829059829061,0.7406835958427087,mainHall,0.3720000000000001,0,0,0.5538461538461539,0,0
21,10077,0.2217681241767608,0.7637606837606838,0.7588556734169077,mainHall,0.344,0,0,0.6153846153846154,0,0
22,10080,0.21333847278100326,0.6570940170940172,0.5106182363655845,other,0.456,0,0,0.4923076923076923,0,0
23,10084,0.2970847595946774,0.6926495726495727,0.7531983285117326,mainHall,0.364,0,0,0.7384615384615385,0,0
24,10085,0.3558062266089657,0.7206837606837607,0.11091824708025287,other,0.136,0,0,0.4307692307692308,0,0
25,10088,0.1074469111361835,0.5894017094017094,0.5660773599057111,other,0.4920000000000001,0,0,0.4307692307692308,0,0
26,10090,0.08242881105608907,0.7104273504273504,0.5826208078859959,other,0.636,1,0,0.4307692307692308,0,0
27,10091,0.1802990171142569,0.5367521367521367,0.4457302046501661,hallB,0.29200000000000004,0,0,0.4307692307692308,0,0
28,10093,0.16131814458166532,0.652991452991453,0.5426765241615773,hallC,0.396,0,0,0.4923076923076923,0,0
29,10101,0.17161923403650556,0.6748717948717949,0.6557377049180328,mainHall,0.5,0,0,0.3692307692307693,0,0
30,10109,0.10460763866557643,0.5641025641025642,0.5404478731383263,hallB,0.3280000000000001,0,0,0.3692307692307693,0,0
31,10111,0.25002867727984385,0.08410256410256411,0.7186542376513447,other,0.12,0,0,0.3076923076923077,0,1
32,10112,0.1472008401656463,0.6338461538461538,0.5461909353905496,other,0.488,0,0,0.4307692307692308,0,0
33,10115,0.29964729095980464,0.7234188034188035,0.7281688631736848,mainHall,0.512,0,0,0.7384615384615385,0,0
34,10117,0.2461164231307056,0.6406837606837608,0.6473374049073182,mainHall,0.4480000000000001,0,0,0.5538461538461539,0,0
35,10121,0.10602696863592342,0.6926495726495727,0.5939354976963463,room5,0.5720000000000001,1,0,0.3692307692307693,0,0
36,10123,0.28601375984023264,0.7569230769230769,0.5773920497160613,mainHall,0.29600000000000004,0,0,0.676923076923077,0,0
37,10127,0.25135328452972816,0.6735042735042736,0.7407693131897568,mainHall,0.544,0,0,0.5538461538461539,0,0
38,10134,0.158761476566706,0.6694017094017095,0.7567127397407051,mainHall,0.6,0,0,0.4307692307692308,0,0
39,10135,0.1371850226853468,0.544957264957265,0.2398371370406086,hallC,0.188,0,0,0.24615384615384614,0,0
40,10136,0.20276871057582105,0.7548717948717949,0.7150541090753242,mainHall,0.3720000000000001,0,0,0.5538461538461539,0,0
41,10137,0.16511302794229402,0.7788034188034189,0.6227365263045109,mainHall,0.344,0,0,0.5538461538461539,0,0
42,10142,0.10230233531642843,0.5388034188034189,0.6241937212043287,hallB,0.396,0,0,0.3692307692307693,0,0
43,10143,0.17999289612192845,0.4622222222222222,0.7513125468766741,mainHall,0.3680000000000001,0,0,0.4307692307692308,0,0
44,10145,0.3284873481552843,0.23863247863247866,0.7139397835636987,mainHall,0.136,0,0,0.4307692307692308,0,0
45,10146,0.19397479519268684,0.7603418803418803,0.639279974284796,mainHall,0.376,0,0,0.4923076923076923,0,0
46,10150,0.27017402929063433,0.6550427350427349,0.7470266795242688,mainHall,0.508,0,0,0.6153846153846154,0,0
47,10151,0.17896992892290872,0.6782905982905983,0.3011250401800065,mainHall,0.3280000000000001,0,0,0.24615384615384614,0,0
48,10152,0.14919579477041964,0.6652991452991454,0.611764705882353,mainHall,0.332,0,0,0.3692307692307693,0,0
49,10155,0.11721094745602555,0.5435897435897437,0.6021643630129647,hallB,0.252,0,0,0.4923076923076923,0,0
50,10157,0.1543636444983141,0.5907692307692308,0.5849351762562949,hallB,0.3720000000000001,0,0,0.4923076923076923,0,0
51,10162,0.2898026068175634,0.6878632478632479,0.7384549448194578,mainHall,0.344,0,0,0.7384615384615385,0,0
52,10163,0.26573527958087584,0.7227350427350427,0.7466838101360763,mainHall,0.35600000000000004,0,0,0.676923076923077,0,0
53,10164,0.08642330004231752,0.9531623931623932,0.9079181399335692,register,0.8960000000000001,0,1,0.3692307692307693,0,0
54,10170,0.20541242693223646,0.6413675213675214,0.6079931426122362,mainHall,0.32,0,0,0.5538461538461539,0,0
55,10171,0.14803604165854042,0.637948717948718,0.5548483874424087,hallB,0.412,0,0,0.4923076923076923,0,0
56,10172,0.14725531864091118,0.7788034188034189,0.7116254151933998,exhibition,0.46,0,0,0.4923076923076923,0,0
57,10174,0.10198071309110766,0.5429059829059829,0.6082502946533805,hallB,0.376,0,0,0.3692307692307693,0,0
58,10175,0.1875021255670094,0.6400000000000001,0.4450444658737812,hallC,0.324,0,0,0.4923076923076923,0,0
59,10178,0.22377728860126786,0.7343589743589743,0.7274831243972999,mainHall,0.436,0,0,0.6153846153846154,0,0
60,10181,0.1366228280695018,0.7391452991452993,0.6120218579234973,mainHall,0.35200000000000004,0,0,0.4923076923076923,0,1
61,10182,0.2727072780591843,0.7145299145299147,0.745655201971499,mainHall,0.344,0,0,0.7384615384615385,0,0
62,10192,0.21406951450918688,0.1353846153846154,0.7149683917282761,other,0.15200000000000002,0,0,0.24615384615384614,0,0
63,10193,0.17126603604326365,0.7097435897435898,0.5142183649416051,hallB,0.252,0,0,0.4307692307692308,0,0
64,10194,0.20601612291582566,0.7637606837606838,0.5923925854494804,mainHall,0.344,0,0,0.6153846153846154,0,0
65,10196,0.08701130734031688,0.9565811965811966,0.9088610307510984,register,0.92,0,1,0.3692307692307693,0,0
66,10202,0.2180057606617376,0.5497435897435897,0.6304510875388407,hallA,0.3840000000000001,0,0,0.4307692307692308,0,0
67,10205,0.15377264487316472,0.7555555555555555,0.6198221365048752,mainHall,0.364,0,0,0.4923076923076923,0,0
68,10214,0.1810101278212328,0.7261538461538461,0.7354548376727741,mainHall,0.552,0,0,0.3076923076923077,1,0
69,10215,0.17870471605369306,0.7097435897435898,0.6588235294117647,mainHall,0.36,0,0,0.5538461538461539,0,0
70,10218,0.16518105849582174,0.7610256410256411,0.676395585556627,mainHall,0.376,0,0,0.4923076923076923,0,0
71,10225,0.2592109197002032,0.7247863247863249,0.2735240544305154,other,0.244,0,0,0.4923076923076923,0,0
72,10228,0.10755711137511677,0.5900854700854702,0.5157612771884711,hallB,0.35200000000000004,0,0,0.3692307692307693,0,0
73,10231,0.24725866107367805,0.6988034188034189,0.6503375120540019,mainHall,0.316,0,0,0.676923076923077,0,0
74,10232,0.07797610720980334,0.652991452991453,0.6177649201757206,other,0.6040000000000001,1,0,0.3692307692307693,0,0
75,10233,0.2575337177600309,0.1264957264957265,0.7163398692810459,other,0.168,0,0,0.3076923076923077,0,0
76,10235,0.1231854500603182,0.5333333333333333,0.4882460087860281,hallB,0.308,0,0,0.3692307692307693,0,0
77,10239,0.12413263011570384,0.5832478632478633,0.5908496732026144,hallB,0.34800000000000003,0,0,0.4307692307692308,0,0
78,10252,0.3151897682916702,0.7316239316239317,0.7606557377049179,mainHall,0.392,0,0,0.7384615384615385,0,0
79,10256,0.19591611985499935,0.6940170940170941,0.6795671273974071,mainHall,0.412,0,0,0.5538461538461539,0,0
80,10258,0.08457157118790615,0.5442735042735043,0.5838208507446695,hallA,0.436,0,0,0.24615384615384614,0,0
81,10262,0.14099905135314506,0.5825641025641025,0.5945355191256831,hallA,0.3680000000000001,0,0,0.3692307692307693,0,0
82,10264,0.2761312365246982,0.6988034188034189,0.5725061609343192,mainHall,0.244,0,0,0.7384615384615385,0,0
83,10265,0.21179103269892385,0.7008547008547009,0.7580842172934749,mainHall,0.3840000000000001,0,0,0.6153846153846154,0,0
84,10266,0.18517430144550406,0.6919658119658121,0.6495660559305689,mainHall,0.364,0,0,0.4307692307692308,0,0
85,10280,0.19437223128133074,0.7186324786324787,0.7503696560591451,mainHall,0.424,0,0,0.4923076923076923,0,0
86,10281,0.11809301447235147,0.5647863247863248,0.581935069109611,hallC,0.332,0,0,0.4307692307692308,0,0
87,10282,0.18468983032247616,0.7678632478632479,0.7413693346190936,mainHall,0.46,0,0,0.6153846153846154,0,1
88,10287,0.10569986052252807,0.5572649572649573,0.5676202721525769,other,0.436,0,0,0.4307692307692308,0,0
89,10292,0.2927880906396813,0.7247863247863249,0.7765134469088182,mainHall,0.392,0,0,0.4307692307692308,0,0
90,10293,0.18689110025325528,0.7685470085470086,0.7631415407693133,mainHall,0.436,0,0,0.5538461538461539,0,0
91,10295,0.22009823887529711,0.7541880341880343,0.7253401907210972,mainHall,0.4440000000000001,0,0,0.5538461538461539,0,0
92,10309,0.13930288699089435,0.6782905982905983,0.7747133826208079,hallB,0.508,0,1,0.4923076923076923,0,0
93,10310,0.1369926965143002,0.5736752136752137,0.6159648558877103,other,0.4640000000000001,0,0,0.5538461538461539,0,0
94,10311,0.19401525595073987,0.7384615384615385,0.3216972034715526,hallB,0.204,0,0,0.4307692307692308,0,0
95,10316,0.15059406838588751,0.5182905982905983,0.5447337404907319,hallC,0.3720000000000001,0,0,0.4307692307692308,0,0
96,10319,0.3712647005220897,0.1223931623931624,0.7501982213650488,mainHall,0.14,0,0,0.3076923076923077,0,0
97,10320,0.1975251543408649,0.7507692307692309,0.6276224150862529,mainHall,0.35200000000000004,0,0,0.4923076923076923,0,0
98,10321,0.17648336800502373,0.7247863247863249,0.6661952212579021,mainHall,0.364,0,0,0.4923076923076923,0,0
99,10325,0.4308301154025061,0.22085470085470088,0.7433408336012001,mainHall,0.17600000000000002,0,0,0.4307692307692308,0,0
100,10331,0.18752702513741146,0.7582905982905983,0.7233686917389908,mainHall,0.35200000000000004,0,0,0.6153846153846154,0,0
101,10334,0.2760046082949309,0.6748717948717949,0.7597128468873889,mainHall,0.344,0,0,0.676923076923077,0,0
102,10335,0.1646371708382357,0.6324786324786325,0.5061609343190828,hallB,0.3720000000000001,0,0,0.4923076923076923,0,0
